Building Type,Main Function,Building Size,EUI2020,EUI Quartile/ Energy Ranking2020,EUI2021 ,EUI Quartile/ Energy Ranking 2021,EUI2022 ,EUI Quartile/ Energy Ranking 2022,TOP/CSC Year,Award (Green/Non-Green),Green Mark Version,GFA,AC Area,AC Area Percentage,No. Of Hotel Room,AC Type,Age  of Chiller,Aircon system efficiency (kW/RT)
Commercial Building,Retail,Medium,609,Bottom Quartile,660,Bottom Quartile,649,Bottom Quartile,1984,N/A,N/A,"11,402","11,302",99%,0,Others,0,0
Commercial Building,Retail,Medium,599,Bottom Quartile,595,Bottom Quartile,593,Bottom Quartile,2008,Certified,Existing Building for Non-Residential buildings (version 3),"10,880","7,490",69%,0,Water Cooled Chilled Water Plant,12,0
Commercial Building,Retail,Medium,434,3rd Quartile,533,Bottom Quartile,553,Bottom Quartile,1992,N/A,N/A,"5,574","5,017",90%,0,Others,0,0
Commercial Building,Retail,Medium,442,Bottom Quartile,479,3rd Quartile,543,Bottom Quartile,2017,GoldPlus,Existing Non-Residential Buildings (RECERT 2017),"8,657","6,047",70%,300,Water Cooled Chilled Water Plant,0,0
Commercial Building,Retail,Medium,434,Bottom Quartile,494,3rd Quartile,540,Bottom Quartile,2012,N/A,N/A,"5,729","3,836",67%,0,Others,0,0
Commercial Building,Retail,Medium,464,Bottom Quartile,448,3rd Quartile,514,Bottom Quartile,2018,N/A,N/A,"6,011","4,900",82%,0,Water Cooled Chilled Water Plant,7,0.727
Commercial Building,Retail,Medium,447,Bottom Quartile,468,3rd Quartile,511,Bottom Quartile,2014,N/A,N/A,"11,263","11,259",100%,0,Others,0,0
Commercial Building,Retail,Medium,489,Bottom Quartile,492,3rd Quartile,503,Bottom Quartile,1997,N/A,N/A,"9,544","8,924",94%,0,Water Cooled Chilled Water Plant,0,0
Commercial Building,Retail,Medium,420,3rd Quartile,476,3rd Quartile,483,Bottom Quartile,2016,N/A,N/A,"5,535","3,000",54%,0,Others,0,0
Commercial Building,Retail,Medium,19,Top Quartile,447,3rd Quartile,480,Bottom Quartile,2019,N/A,N/A,"11,000","9,800",89%,0,Water Cooled Chilled Water Plant,3,0.5
Commercial Building,Retail,Medium,516,Bottom Quartile,478,3rd Quartile,478,3rd Quartile,2014,N/A,N/A,"8,677","1,758",20%,0,Water Cooled Chilled Water Plant,8,0.63
Commercial Building,Retail,Medium,460,Bottom Quartile,456,3rd Quartile,476,3rd Quartile,1999,Gold,Existing Building (version 2),"11,260","3,000",27%,0,Others,0,0
Commercial Building,Retail,Medium,439,Bottom Quartile,428,3rd Quartile,435,3rd Quartile,2001,Gold,Existing Non-Residental Buildings ENRB: 2017,"6,227","6,227",100%,0,Others,0,0.88
Commercial Building,Retail,Medium,431,3rd Quartile,434,3rd Quartile,424,3rd Quartile,2010,N/A,N/A,"12,154","11,588",95%,0,Water Cooled Chilled Water Plant,0,0
Commercial Building,Retail,Medium,0,Bottom Quartile,0,Bottom Quartile,416,3rd Quartile,2024,Certified,Existing Non-Residental Buildings ENRB: 2017,"9,905","18,357",185%,0,Water Cooled Chilled Water Plant,0,0
Commercial Building,Retail,Medium,406,3rd Quartile,397,3rd Quartile,412,3rd Quartile,2010,GoldPlus,Existing Building for Non-Residential buildings (version 3),"5,345",0,0%,0,Others,0,5
Commercial Building,Retail,Medium,325,3rd Quartile,389,3rd Quartile,384,3rd Quartile,2008,N/A,N/A,"4,102","4,012",98%,0,Water Cooled Chilled Water Plant,1,0
Commercial Building,Retail,Medium,382,3rd Quartile,387,3rd Quartile,375,3rd Quartile,1996,Gold,Existing Building for Non-Residential buildings (version 2.1),"11,820","7,656",65%,0,Others,0,0
Commercial Building,Retail,Medium,380,3rd Quartile,350,3rd Quartile,374,3rd Quartile,1972,N/A,N/A,"7,403","7,200",97%,0,Water-Cooled Package Units,0,0
Commercial Building,Retail,Medium,363,3rd Quartile,370,3rd Quartile,373,3rd Quartile,2001,N/A,N/A,"9,429","5,600",59%,0,Others,0,0
Commercial Building,Retail,Medium,347,3rd Quartile,350,3rd Quartile,359,3rd Quartile,2000,N/A,N/A,"10,000","6,000",60%,0,Others,0,0
Commercial Building,Retail,Medium,366,3rd Quartile,363,3rd Quartile,338,3rd Quartile,2011,N/A,N/A,"5,096","4,777",94%,0,Water-Cooled Package Units,0,0
Commercial Building,Retail,Medium,267,2nd Quartile,311,2nd Quartile,333,3rd Quartile,2016,N/A,N/A,"9,921","7,374",74%,0,Water Cooled Chilled Water Plant,7,0
Commercial Building,Retail,Medium,250,2nd Quartile,268,2nd Quartile,331,2nd Quartile,2015,Platinum,New Building for Non-Residential buildings (version 4.1),"7,564","6,564",87%,0,Water Cooled Chilled Water Plant,7,119
Commercial Building,Retail,Medium,294,2nd Quartile,306,2nd Quartile,316,2nd Quartile,1993,N/A,N/A,"5,992","3,534",59%,0,Air Cooled Chilled Water Plant,0,0
Commercial Building,Retail,Medium,343,3rd Quartile,393,3rd Quartile,316,2nd Quartile,2013,N/A,N/A,"5,103","4,500",88%,0,Water Cooled Chilled Water Plant,6,0.8
Commercial Building,Retail,Medium,264,2nd Quartile,288,2nd Quartile,315,2nd Quartile,2014,Gold,New Building for Non-Residential buildings (version 3),"9,733","8,363",86%,0,Air Cooled Chilled Water Plant,0,0
Commercial Building,Retail,Medium,299,3rd Quartile,310,2nd Quartile,310,2nd Quartile,1974,N/A,N/A,"12,977","7,925",61%,0,Water Cooled Chilled Water Plant,24,0
Commercial Building,Retail,Medium,249,2nd Quartile,247,2nd Quartile,297,2nd Quartile,1984,N/A,N/A,"6,188","4,800",78%,0,Others,0,0
Commercial Building,Retail,Medium,304,3rd Quartile,316,2nd Quartile,292,2nd Quartile,1988,N/A,N/A,"6,154","4,315",70%,0,Air Cooled Chilled Water Plant,0,0
Commercial Building,Retail,Medium,890,Bottom Quartile,796,Bottom Quartile,285,2nd Quartile,2012,N/A,N/A,"9,821","8,500",87%,0,Air Cooled Chilled Water Plant,0,0
Commercial Building,Retail,Medium,228,2nd Quartile,259,2nd Quartile,283,2nd Quartile,2016,N/A,N/A,"6,359",87,1%,0,Others,0,2
Commercial Building,Retail,Medium,244,2nd Quartile,293,2nd Quartile,283,2nd Quartile,2018,N/A,N/A,"5,300","5,000",94%,0,Others,0,0
Commercial Building,Retail,Medium,243,2nd Quartile,254,2nd Quartile,281,2nd Quartile,2009,Certified,New Building (version 1),"13,000","7,508",58%,0,Water Cooled Chilled Water Plant,14,0
Commercial Building,Retail,Medium,313,3rd Quartile,316,2nd Quartile,276,2nd Quartile,1984,N/A,N/A,"5,369","5,321",99%,0,Others,0,1.34
Commercial Building,Retail,Medium,188,Top Quartile,202,Top Quartile,243,Top Quartile,1990,N/A,N/A,"12,349","7,732",63%,0,Water-Cooled Package Units,0,0
Commercial Building,Retail,Medium,229,2nd Quartile,213,Top Quartile,238,Top Quartile,1983,N/A,N/A,"14,571","8,000",55%,0,Water Cooled Chilled Water Plant,22,0.65
Commercial Building,Retail,Medium,216,Top Quartile,227,Top Quartile,230,Top Quartile,1980,N/A,N/A,"5,411","3,589",66%,0,Water Cooled Chilled Water Plant,34,0
Commercial Building,Retail,Medium,220,2nd Quartile,215,Top Quartile,214,Top Quartile,1984,N/A,N/A,"8,199","3,304",40%,0,Water-Cooled Package Units,0,0
Commercial Building,Retail,Medium,165,Top Quartile,178,Top Quartile,203,Top Quartile,2015,N/A,N/A,"5,003","4,800",96%,0,Water-Cooled Package Units,0,0
Commercial Building,Retail,Medium,180,Top Quartile,204,Top Quartile,200,Top Quartile,2003,N/A,N/A,"12,439","11,430",92%,0,Water Cooled Chilled Water Plant,20,0
Commercial Building,Retail,Medium,122,Top Quartile,161,Top Quartile,191,Top Quartile,2017,N/A,N/A,"5,800","4,000",69%,0,Others,0,107
Commercial Building,Retail,Medium,215,Top Quartile,179,Top Quartile,189,Top Quartile,1992,Gold,Existing Building for Non-Residential buildings (version 3),"5,907","4,726",80%,0,Water Cooled Chilled Water Plant,5,0.675
Commercial Building,Retail,Medium,232,2nd Quartile,215,Top Quartile,176,Top Quartile,2010,Gold,Existing Building for Non-Residential buildings (version 3),"13,102","8,608",66%,0,Others,0,0
Commercial Building,Retail,Medium,130,Top Quartile,148,Top Quartile,154,Top Quartile,1982,Gold,Existing Building for Non-Residential buildings (version 3),"12,969","12,000",93%,0,Water Cooled Chilled Water Plant,2,0.625
Commercial Building,Retail,Medium,152,Top Quartile,152,Top Quartile,149,Top Quartile,1984,N/A,N/A,"11,608","11,608",100%,0,Water-Cooled Package Units,0,0
Commercial Building,Retail,Medium,162,Top Quartile,219,Top Quartile,147,Top Quartile,1996,Platinum,Existing Non-Residental Buildings ENRB: 2017,"11,329","10,551",93%,0,Water Cooled Chilled Water Plant,1,0.6
Commercial Building,Retail,Medium,145,Top Quartile,155,Top Quartile,140,Top Quartile,1982,Gold,Existing Building for Non-Residential buildings (version 3),"11,356","11,070",97%,0,Water Cooled Chilled Water Plant,0,0
Commercial Building,Retail,Medium,167,Top Quartile,138,Top Quartile,138,Top Quartile,1983,N/A,N/A,"5,338","5,000",94%,0,Air Cooled Chilled Water Plant,0,0
Commercial Building,Retail,Medium,104,N/A,116,N/A,125,N/A,2011,Gold,New Building for A/C buildings (version 2),"8,599","6,523",76%,0,District Cooling System (DCS),0,0
Commercial Building,Retail,Medium,102,Top Quartile,101,Top Quartile,90,Top Quartile,1984,N/A,N/A,"4,305","2,310",54%,0,Others,0,0
Commercial Building,Retail,Medium,49,Top Quartile,47,Top Quartile,41,Top Quartile,1996,Certified,Existing Non-Residental Buildings ENRB: 2017,"6,431","6,100",95%,0,Water Cooled Chilled Water Plant,7,0.65
Commercial Building,Mixed Development,N/A,2258,N/A,2650,N/A,3370,N/A,2019,N/A,N/A,317,60,19%,0,District Cooling System (DCS),0,0
Commercial Building,Mixed Development,N/A,522,Bottom Quartile,527,Bottom Quartile,533,Bottom Quartile,2006,N/A,N/A,"31,615","30,116",95%,0,Water Cooled Chilled Water Plant,17,0
Commercial Building,Mixed Development,N/A,313,Bottom Quartile,324,Bottom Quartile,358,Bottom Quartile,1997,N/A,N/A,"10,938","8,185",75%,0,Air Cooled Chilled Water Plant,0,0
Commercial Building,Mixed Development,N/A,345,Bottom Quartile,352,Bottom Quartile,345,Bottom Quartile,1985,N/A,N/A,"24,639","23,238",94%,0,Water Cooled Chilled Water Plant,13,0.97
Commercial Building,Mixed Development,N/A,303,Bottom Quartile,309,Bottom Quartile,324,Bottom Quartile,2014,Platinum,New Building for Non-Residential buildings (version 3),"48,324","48,324",100%,499,Water Cooled Chilled Water Plant,9,0
Commercial Building,Mixed Development,N/A,303,Bottom Quartile,313,Bottom Quartile,324,Bottom Quartile,1990,Gold,Existing Non-Residental Buildings ENRB: 2017,"53,610","53,610",100%,0,Water Cooled Chilled Water Plant,7,0
Commercial Building,Mixed Development,N/A,273,3rd Quartile,298,Bottom Quartile,323,Bottom Quartile,2017,N/A,N/A,"28,431","9,079",32%,250,Water Cooled Chilled Water Plant,6,0.664
Commercial Building,Mixed Development,N/A,270,3rd Quartile,275,Bottom Quartile,307,Bottom Quartile,1996,N/A,N/A,"13,128","8,981",68%,0,Water Cooled Chilled Water Plant,23,1.1
Commercial Building,Mixed Development,N/A,289,3rd Quartile,287,Bottom Quartile,285,Bottom Quartile,1988,Gold,GM:2021 In Operation,"52,095","42,900",82%,384,Water Cooled Chilled Water Plant,5,0
Commercial Building,Mixed Development,N/A,353,Bottom Quartile,272,Bottom Quartile,280,Bottom Quartile,2019,GoldPlus,New Building for Non-Residential buildings (version 4.1),"83,776","75,398",90%,400,Water Cooled Chilled Water Plant,4,0.622
Commercial Building,Mixed Development,N/A,230,3rd Quartile,244,3rd Quartile,276,Bottom Quartile,1992,Gold,GM:2021 In Operation,"4,548",400,9%,0,Others,0,0
Commercial Building,Mixed Development,N/A,231,3rd Quartile,245,3rd Quartile,259,3rd Quartile,1997,GoldPlus,Existing Building for Non-Residential buildings (version 3),"93,730","85,731",91%,0,Water Cooled Chilled Water Plant,13,0.64
Commercial Building,Mixed Development,N/A,4,Top Quartile,246,3rd Quartile,248,3rd Quartile,1993,Platinum,Existing Building for Non-Residential buildings (version 3),"1,82,382","1,74,705",96%,0,Water Cooled Chilled Water Plant,7,0.62
Commercial Building,Mixed Development,N/A,191,2nd Quartile,228,3rd Quartile,243,3rd Quartile,2016,N/A,N/A,"13,284","1,000",8%,298,Water Cooled Chilled Water Plant,5,0
Commercial Building,Mixed Development,N/A,249,3rd Quartile,252,3rd Quartile,241,3rd Quartile,1969,N/A,N/A,"38,986","30,308",78%,423,Water Cooled Chilled Water Plant,6,0
Commercial Building,Mixed Development,N/A,220,3rd Quartile,230,3rd Quartile,235,3rd Quartile,1973,N/A,N/A,"12,100","12,775",106%,0,Others,0,0
Commercial Building,Mixed Development,N/A,192,2nd Quartile,208,2nd Quartile,232,3rd Quartile,1988,N/A,N/A,"23,500","21,150",90%,0,Water Cooled Chilled Water Plant,1,1.02
Commercial Building,Mixed Development,N/A,251,3rd Quartile,233,3rd Quartile,231,3rd Quartile,1984,GoldPlus,Existing Non-Residental Buildings ENRB: 2017,"65,947","61,563",93%,0,Water Cooled Chilled Water Plant,2,0.6
Commercial Building,Mixed Development,N/A,170,2nd Quartile,209,2nd Quartile,227,3rd Quartile,2019,GoldPlus,Non-Residential Buildings NRB: 2015,"22,162","10,476",47%,318,Water Cooled Chilled Water Plant,3,0.65
Commercial Building,Mixed Development,N/A,233,3rd Quartile,242,3rd Quartile,226,2nd Quartile,1993,Gold,Existing Non-Residential Buildings (RECERT 2017),"43,280","39,800",92%,0,Water Cooled Chilled Water Plant,13,0.691
Commercial Building,Mixed Development,N/A,226,3rd Quartile,224,3rd Quartile,217,2nd Quartile,1988,Certified,Existing Building for Non-Residential buildings (version 3),"19,096","19,094",100%,0,Water Cooled Chilled Water Plant,5,0.698
Commercial Building,Mixed Development,N/A,192,2nd Quartile,194,2nd Quartile,213,2nd Quartile,1968,N/A,N/A,"6,508","5,881",90%,101,Others,0,0
Commercial Building,Mixed Development,N/A,203,3rd Quartile,203,2nd Quartile,210,2nd Quartile,1990,GoldPlus,Existing Non-Residential Buildings (RECERT 2017),"1,32,527","88,287",67%,0,Water Cooled Chilled Water Plant,9,0
Commercial Building,Mixed Development,N/A,153,Top Quartile,181,2nd Quartile,210,2nd Quartile,2017,N/A,N/A,"5,036","4,800",95%,0,Air Cooled Chilled Water Plant,0,0
Commercial Building,Mixed Development,N/A,203,3rd Quartile,209,2nd Quartile,209,2nd Quartile,1974,GoldPlus,Existing Building for Non-Residential buildings (version 3),"17,592","14,909",85%,0,Water Cooled Chilled Water Plant,5,0.613
Commercial Building,Mixed Development,N/A,183,2nd Quartile,185,2nd Quartile,205,2nd Quartile,2017,Platinum,Existing Non-Residential Buildings (RECERT 2017),"1,00,047","44,614",45%,347,Water Cooled Chilled Water Plant,6,0.48
Commercial Building,Mixed Development,N/A,200,3rd Quartile,204,2nd Quartile,203,2nd Quartile,1974,Gold,Existing Building for Non-Residential buildings (version 2.1),"47,107","47,107",100%,511,Water Cooled Chilled Water Plant,11,0.77
Commercial Building,Mixed Development,N/A,155,Top Quartile,153,Top Quartile,197,2nd Quartile,1991,Platinum,Existing Building for Non-Residential buildings (version 3),"16,480","14,669",89%,0,Water Cooled Chilled Water Plant,5,0.59
Commercial Building,Mixed Development,N/A,225,3rd Quartile,200,2nd Quartile,196,2nd Quartile,2008,N/A,N/A,"28,907","19,536",68%,154,Water Cooled Chilled Water Plant,12,0.87
Commercial Building,Mixed Development,N/A,184,2nd Quartile,203,2nd Quartile,193,2nd Quartile,1979,Gold,Existing Building for Non-Residential buildings (version 3),"19,569","18,089",92%,0,Water Cooled Chilled Water Plant,4,0.58
Commercial Building,Mixed Development,N/A,183,2nd Quartile,183,2nd Quartile,186,2nd Quartile,1975,N/A,N/A,"7,811","6,300",81%,0,Water-Cooled Package Units,0,0
Commercial Building,Mixed Development,N/A,190,2nd Quartile,177,Top Quartile,180,Top Quartile,1970,N/A,N/A,"24,377","22,470",92%,0,Water Cooled Chilled Water Plant,4,0
Commercial Building,Mixed Development,N/A,199,2nd Quartile,115,Top Quartile,162,Top Quartile,1996,Platinum,Existing Building for Non-Residential buildings (version 3),"37,285","33,399",90%,0,Water Cooled Chilled Water Plant,13,0.55
Commercial Building,Mixed Development,N/A,141,Top Quartile,148,Top Quartile,158,Top Quartile,1980,Gold,Existing Building for Non-Residential buildings (version 3),"48,055","45,000",94%,0,Water Cooled Chilled Water Plant,4,63
Commercial Building,Mixed Development,N/A,139,Top Quartile,143,Top Quartile,144,Top Quartile,1984,Gold,Existing Building for Non-Residential buildings (version 3),"25,724","23,153",90%,0,Water Cooled Chilled Water Plant,5,0.6304
Commercial Building,Mixed Development,N/A,133,Top Quartile,124,Top Quartile,136,Top Quartile,1984,N/A,N/A,"62,543","60,000",96%,421,Water Cooled Chilled Water Plant,5,0
Commercial Building,Mixed Development,N/A,121,Top Quartile,131,Top Quartile,133,Top Quartile,2008,Platinum,Existing Building for Non-Residential buildings (version 3),"43,347","41,158",95%,0,Water Cooled Chilled Water Plant,5,0
Commercial Building,Mixed Development,N/A,111,Top Quartile,117,Top Quartile,126,Top Quartile,2017,N/A,N/A,"7,071","7,071",100%,0,Others,0,0
Commercial Building,Mixed Development,N/A,105,Top Quartile,115,Top Quartile,108,Top Quartile,1981,GoldPlus,Existing Building for Non-Residential buildings (version 3),"22,772","19,356",85%,0,Water Cooled Chilled Water Plant,7,0.62
Commercial Building,Mixed Development,N/A,123,Top Quartile,103,Top Quartile,107,Top Quartile,1975,Gold,Existing Non-Residental Buildings ENRB: 2017,"42,809","37,624",88%,0,Water Cooled Chilled Water Plant,9,0.61
Commercial Building,Mixed Development,N/A,104,Top Quartile,88,Top Quartile,94,Top Quartile,1986,Gold,Existing Building for Non-Residential buildings (version 2.1),"26,881","9,874",37%,0,Others,0,0
Commercial Building,Mixed Development,Large,250.89,N/A,0,N/A,0,N/A,1984,N/A,N/A,"65,947",0,0%,0,N/A,12,0
Commercial Building,Office,Small,216.27,N/A,0,N/A,0,N/A,1980,N/A,N/A,"7,372",0,0%,0,N/A,2,0
Commercial Building,Office,Small,115.42,N/A,0,N/A,0,N/A,2011,GoldPlus,New Building for Non-Residential buildings (version 3),"5,030",0,0%,0,N/A,9,0
Commercial Building,Office,Small,138.01,N/A,0,N/A,0,N/A,1993,N/A,N/A,"5,824",0,0%,0,N/A,0,0
Commercial Building,Office,Small,129.54,N/A,0,N/A,0,N/A,1975,N/A,N/A,"10,418",0,0%,0,N/A,38,0
Commercial Building,Retail,Large,394.04,N/A,0,N/A,0,N/A,2006,Platinum,Existing Building for Non-Residential buildings (version 3),"1,42,853",0,0%,0,N/A,7,0
Commercial Building,Retail,Large,141.81,N/A,0,N/A,0,N/A,1981,N/A,N/A,"33,782",0,0%,0,N/A,13,0
Commercial Building,Retail,Large,124.2,N/A,0,N/A,0,N/A,1979,GoldPlus,Existing Building for Non-Residential buildings (version 3),"42,262",0,0%,0,N/A,0,0
Commercial Building,Office,Large,130.4,N/A,0,N/A,0,N/A,2002,Platinum,Existing Building for Non-Residential buildings (version 3),"26,137",0,0%,0,N/A,2,0
Commercial Building,Office,Large,145.51,N/A,0,N/A,0,N/A,2012,Platinum,Existing Building for Non-Residential buildings (version 3),"27,069",0,0%,0,N/A,6,0
Commercial Building,Office,Large,134.69,N/A,0,N/A,0,N/A,1990,Platinum,Existing Building for Non-Residential buildings (version 2.1),"31,298",0,0%,0,N/A,10,0
Commercial Building,Hotel,Small,192.91,N/A,0,N/A,0,N/A,1986,Gold,Existing Building for Non-Residential buildings (version 3),"12,565",0,0%,0,N/A,11,0
Commercial Building,Hotel,Small,215.12,N/A,0,N/A,0,N/A,2016,N/A,N/A,"10,194",0,0%,0,N/A,10,0
Commercial Building,Office,Large,120.44,N/A,0,N/A,0,N/A,1985,Certified,Existing Building for Non-Residential buildings (version 2.1),"16,122",0,0%,0,N/A,7,0
Commercial Building,Office,Large,296.75,N/A,0,N/A,0,N/A,1999,Platinum,Existing Non-Residental Buildings ENRB: 2017,"36,280",0,0%,0,N/A,21,0
Commercial Building,Office,Large,110.68,N/A,0,N/A,0,N/A,1992,Platinum,Existing Building for Non-Residential buildings (version 3),"62,392",0,0%,0,N/A,6,0
Commercial Building,Office,Large,191.06,N/A,0,N/A,0,N/A,1993,Certified,Existing Building for Non-Residential buildings (version 3),"15,276",0,0%,0,N/A,1,0
Commercial Building,Office,Large,194.36,N/A,0,N/A,0,N/A,1994,Certified,Existing Building for Non-Residential buildings (version 3),"17,828",0,0%,0,N/A,6,0
Commercial Building,Office,Large,122.55,N/A,0,N/A,0,N/A,1998,Certified,Existing Building for Non-Residential buildings (version 2.1),"23,225",0,0%,0,N/A,19,0
Commercial Building,Office,Large,184.46,N/A,0,N/A,0,N/A,1979,Platinum,Existing Building for Non-Residential buildings (version 3),"1,69,727",0,0%,0,N/A,11,0
Commercial Building,Office,Small,227.94,N/A,0,N/A,0,N/A,1980,N/A,N/A,"10,471",0,0%,0,N/A,10,0
Commercial Building,Mixed Development,Small,56.61,N/A,0,N/A,0,N/A,1974,N/A,N/A,"11,880",0,0%,0,N/A,6,0
Commercial Building,Hotel,Small,229.8,N/A,0,N/A,0,N/A,2020,N/A,N/A,"43,360",0,0%,0,N/A,10,0
Commercial Building,Office,Small,245.27,N/A,0,N/A,0,N/A,1981,N/A,N/A,"12,656",0,0%,0,N/A,10,0
Commercial Building,Mixed Development,Large,314.99,N/A,0,N/A,0,N/A,1990,Certified,Existing Building for Non-Residential buildings (version 3),"51,611",0,0%,0,N/A,1,0
Commercial Building,Office,Large,171.36,N/A,0,N/A,0,N/A,1997,N/A,N/A,"31,031",0,0%,0,N/A,20,0
Commercial Building,Retail,Large,152.57,N/A,0,N/A,0,N/A,1982,GoldPlus,Existing Building for Non-Residential buildings (version 3),"22,331",0,0%,0,N/A,5,0
Commercial Building,Office,Small,106.09,N/A,0,N/A,0,N/A,1996,N/A,N/A,"7,387",0,0%,0,N/A,4,0
Commercial Building,Office,Large,78.09,N/A,0,N/A,0,N/A,2010,N/A,N/A,"16,153",0,0%,0,N/A,6,0
Commercial Building,Retail,Small,232.01,N/A,0,N/A,0,N/A,2009,Certified,New Building (version 1),"13,590",0,0%,0,N/A,12,0
Commercial Building,Hotel,Small,281.89,N/A,0,N/A,0,N/A,2014,Platinum,New Building for Non-Residential buildings (version 4),"7,450",0,0%,0,N/A,3,0
Commercial Building,Office,Large,116.42,N/A,0,N/A,0,N/A,2000,Platinum,Existing Building for Non-Residential buildings (version 3),"41,499",0,0%,0,N/A,3,0
Commercial Building,Retail,Large,532.99,N/A,0,N/A,0,N/A,1992,Gold,New Building for Non-Residential buildings (version 4.1),"34,970",0,0%,0,N/A,10,0
Commercial Building,Hotel,Large,164.66,N/A,0,N/A,0,N/A,1971,Gold,Existing Building for Non-Residential buildings (version 3),"23,554",0,0%,0,N/A,3,0
Commercial Building,Office,Large,150.74,N/A,0,N/A,0,N/A,1989,N/A,N/A,"17,306",0,0%,0,N/A,15,0
Commercial Building,Office,Small,116.85,N/A,0,N/A,0,N/A,1999,N/A,N/A,"11,060",0,0%,0,N/A,1,0
Commercial Building,Mixed Development,Large,233.38,N/A,0,N/A,0,N/A,1993,Gold,Existing Building for Non-Residential buildings (version 3),"43,280",0,0%,0,N/A,4,0
Commercial Building,Office,Large,222.85,N/A,0,N/A,0,N/A,1977,N/A,N/A,"37,281",0,0%,0,N/A,0,0
Commercial Building,Retail,Large,424.9,N/A,0,N/A,0,N/A,2009,Platinum,Existing Building for Non-Residential buildings (version 3),"39,913",0,0%,0,N/A,8,0
Commercial Building,Office,Large,211.03,N/A,0,N/A,0,N/A,1982,GoldPlus,Existing Building for Non-Residential buildings (version 3),"64,277",0,0%,0,N/A,4,0
Commercial Building,Office,Large,296.03,N/A,0,N/A,0,N/A,1997,N/A,N/A,"15,551",0,0%,0,N/A,6,0
Commercial Building,Office,Small,238.94,N/A,0,N/A,0,N/A,1994,N/A,N/A,"4,745",0,0%,0,N/A,9,0
Commercial Building,Office,Small,654.72,N/A,0,N/A,0,N/A,1997,N/A,N/A,"8,060",0,0%,0,N/A,6,0
Commercial Building,Office,Small,151.96,N/A,0,N/A,0,N/A,2010,GoldPlus,Existing Building for Non-Residential buildings (version 2.1),"14,671",0,0%,0,N/A,3,0
Commercial Building,Office,Large,192.61,N/A,0,N/A,0,N/A,2006,Platinum,Existing Building for Non-Residential buildings (version 3),"1,44,109",0,0%,0,N/A,11,0
Commercial Building,Office,Large,92.42,N/A,0,N/A,0,N/A,1976,Platinum,Existing Building for Non-Residential buildings (version 3),"43,000",0,0%,0,N/A,9,0
Commercial Building,Retail,Large,730.01,N/A,0,N/A,0,N/A,1995,N/A,N/A,"23,000",0,0%,0,N/A,0,0
Commercial Building,Office,Small,117.47,N/A,0,N/A,0,N/A,1984,N/A,N/A,"11,950",0,0%,0,N/A,36,0
Commercial Building,Office,Large,99.25,N/A,0,N/A,0,N/A,1994,Platinum,Existing Building for Non-Residential buildings (version 3),"28,421",0,0%,0,N/A,3,0
Commercial Building,Office,Large,128.45,N/A,0,N/A,0,N/A,1997,Gold,Existing Building for Non-Residential buildings (version 3),"36,837",0,0%,0,N/A,1,0
Commercial Building,Office,Large,77.49,N/A,0,N/A,0,N/A,1991,Platinum,Existing Building for Non-Residential buildings (version 3),"16,654",0,0%,0,N/A,8,0
Commercial Building,Hotel,Small,230.34,N/A,0,N/A,0,N/A,2008,N/A,N/A,"12,401",0,0%,0,N/A,9,0
Commercial Building,Office,Large,98.6,N/A,0,N/A,0,N/A,1985,Platinum,Existing Building for Non-Residential buildings (version 3),"49,021",0,0%,0,N/A,1,0
Commercial Building,Office,Large,124.31,N/A,0,N/A,0,N/A,1986,Certified,Existing Building for Non-Residential buildings (version 3),"33,736",0,0%,0,N/A,2,0
Commercial Building,Hotel,Omit,179.68,N/A,0,N/A,0,N/A,1970,Gold,Existing Building for Non-Residential buildings (version 2.1),"1,27,860",0,0%,0,N/A,10,0
Commercial Building,Mixed Development,Large,123.42,N/A,0,N/A,0,N/A,1975,Certified,Existing Building for Non-Residential buildings (version 3),"42,809",0,0%,0,N/A,5,0
Commercial Building,Office,Large,202.67,N/A,0,N/A,0,N/A,2002,N/A,N/A,"39,149",0,0%,0,N/A,18,0
Commercial Building,Office,Small,103.47,N/A,0,N/A,0,N/A,1985,N/A,N/A,"6,268",0,0%,0,N/A,22,0
Commercial Building,Office,Large,37.8,N/A,0,N/A,0,N/A,1994,Platinum,Existing Building for Non-Residential buildings (version 3),"46,218",0,0%,0,N/A,5,0
Commercial Building,Hotel,Small,228.42,N/A,0,N/A,0,N/A,2015,Legislated,N/A,"13,742",0,0%,0,N/A,5,0
Commercial Building,Mixed Development,Omit,243.05,N/A,0,N/A,0,N/A,2010,Platinum,Existing Building for Non-Residential buildings (version 3),"5,81,511",0,0%,0,N/A,11,0
Commercial Building,Retail,Small,215.92,N/A,0,N/A,0,N/A,1980,N/A,N/A,"5,411",0,0%,0,N/A,33,0
Commercial Building,Office,Large,289.57,N/A,0,N/A,0,N/A,2003,N/A,N/A,"29,964",0,0%,0,N/A,13,0
Commercial Building,Office,Large,270.89,N/A,0,N/A,0,N/A,2003,N/A,N/A,"29,964",0,0%,0,N/A,13,0
Commercial Building,Retail,Small,146.2,N/A,0,N/A,0,N/A,1982,Gold,Existing Building for Non-Residential buildings (version 3),"11,256",0,0%,0,N/A,1,0
Commercial Building,Mixed Development,Large,154.95,N/A,0,N/A,0,N/A,1991,Platinum,Existing Building for Non-Residential buildings (version 3),"16,491",0,0%,0,N/A,3,0
