Building Type,Main Function,Building Size,EUI2020,EUI Quartile/ Energy Ranking2020,EUI2021 ,EUI Quartile/ Energy Ranking 2021,EUI2022 ,EUI Quartile/ Energy Ranking 2022,TOP/CSC Year,Award (Green/Non-Green),Green Mark Version,GFA,AC Area,AC Area Percentage,No. Of Hotel Room,AC Type,Age  of Chiller,Aircon system efficiency (kW/RT)
Commercial Building,Hotel,N/A,240,3rd Quartile,221,3rd Quartile,285,Bottom Quartile,2010,N/A,N/A,"7,432","6,890",93%,202,Others,0,0
Commercial Building,Hotel,N/A,336,Bottom Quartile,314,Bottom Quartile,284,3rd Quartile,2016,N/A,N/A,"11,897","11,526",97%,395,Others,0,0
Commercial Building,Hotel,N/A,222,3rd Quartile,242,3rd Quartile,284,3rd Quartile,1994,Certified,Existing Non-Residental Buildings ENRB: 2017,"35,243","34,020",97%,259,Water Cooled Chilled Water Plant,9,0
Commercial Building,Hotel,N/A,243,N/A,261,N/A,283,N/A,2010,Platinum,Existing Building for Non-Residential buildings (version 3),"2,60,570","2,60,570",100%,2561,District Cooling System (DCS),0,0
Commercial Building,Hotel,N/A,267,3rd Quartile,260,3rd Quartile,283,3rd Quartile,2015,N/A,N/A,"8,140","7,815",96%,263,Others,0,0
Commercial Building,Hotel,N/A,228,3rd Quartile,265,3rd Quartile,283,3rd Quartile,2015,N/A,N/A,"13,742","12,690",92%,488,Others,0,0
Commercial Building,Hotel,N/A,0,Bottom Quartile,0,Bottom Quartile,281,3rd Quartile,2022,N/A,N/A,"43,360","17,612",41%,128,Water Cooled Chilled Water Plant,12,0
Commercial Building,Hotel,N/A,293,Bottom Quartile,293,Bottom Quartile,279,3rd Quartile,2011,N/A,N/A,"24,313","8,397",35%,428,Others,0,0
Commercial Building,Hotel,N/A,294,Bottom Quartile,308,Bottom Quartile,277,3rd Quartile,2011,Platinum,Existing Building for Non-Residential buildings (version 3),"5,740",17,0%,251,Water-Cooled Package Units,0,0
Commercial Building,Hotel,N/A,391,Bottom Quartile,256,3rd Quartile,276,3rd Quartile,2012,N/A,N/A,"12,549","12,147",97%,272,Others,0,0
Commercial Building,Hotel,N/A,276,Bottom Quartile,264,3rd Quartile,272,3rd Quartile,2017,N/A,N/A,"17,198","15,478",90%,314,Water Cooled Chilled Water Plant,6,0
Commercial Building,Hotel,N/A,250,3rd Quartile,257,3rd Quartile,269,3rd Quartile,2008,N/A,N/A,"11,441","9,152",80%,126,Water Cooled Chilled Water Plant,15,0
Commercial Building,Hotel,N/A,245,3rd Quartile,183,Top Quartile,267,3rd Quartile,2016,N/A,N/A,"2,049","1,954",95%,70,Others,0,0
Commercial Building,Hotel,N/A,241,3rd Quartile,257,3rd Quartile,257,3rd Quartile,2009,N/A,N/A,"11,146","2,950",26%,336,Water Cooled Chilled Water Plant,0,0
Commercial Building,Hotel,N/A,219,2nd Quartile,219,3rd Quartile,256,3rd Quartile,1985,Gold,Existing Building for Non-Residential buildings (version 2.1),"21,089","17,815",84%,476,Water Cooled Chilled Water Plant,0,0.87
Commercial Building,Hotel,N/A,203,2nd Quartile,218,2nd Quartile,255,3rd Quartile,1900,Gold,GM:2021 In Operation,"29,616","26,654",90%,233,Water Cooled Chilled Water Plant,7,0
Commercial Building,Hotel,N/A,244,3rd Quartile,251,3rd Quartile,254,3rd Quartile,2009,Gold,Existing Non-Residental Buildings ENRB: 2017,"47,527","38,020",80%,110,Water Cooled Chilled Water Plant,14,0.75
Commercial Building,Hotel,N/A,231,3rd Quartile,234,3rd Quartile,245,3rd Quartile,1999,N/A,N/A,"30,663","22,118",72%,160,Water Cooled Chilled Water Plant,23,0
Commercial Building,Hotel,N/A,231,3rd Quartile,234,3rd Quartile,244,3rd Quartile,2012,N/A,N/A,"11,584","10,227",88%,285,Water Cooled Chilled Water Plant,10,0.8
Commercial Building,Hotel,N/A,200,2nd Quartile,221,3rd Quartile,244,3rd Quartile,1993,N/A,N/A,"42,009","36,000",86%,454,Water Cooled Chilled Water Plant,10,0.73
Commercial Building,Hotel,N/A,229,3rd Quartile,214,2nd Quartile,239,3rd Quartile,2014,Platinum,New Building for Non-Residential buildings (version 4),"11,783","9,351",79%,442,Water Cooled Chilled Water Plant,10,0.55
Commercial Building,Hotel,N/A,206,2nd Quartile,230,3rd Quartile,236,3rd Quartile,1985,Platinum,GM:2021 In Operation,"31,224","25,000",80%,417,Water Cooled Chilled Water Plant,5,0.603
Commercial Building,Hotel,N/A,202,2nd Quartile,222,3rd Quartile,234,3rd Quartile,2020,Gold,New Non-Residential Buildings (NRB: 2015) (R3),"35,642","25,000",70%,839,Water Cooled Chilled Water Plant,4,0.67
Commercial Building,Hotel,N/A,215,2nd Quartile,222,3rd Quartile,234,3rd Quartile,2017,GoldPlus,New Building for Non-Residential buildings (version 4.1),"6,665","6,666",100%,342,Water Cooled Chilled Water Plant,6,0.64
Commercial Building,Hotel,N/A,217,2nd Quartile,204,2nd Quartile,232,2nd Quartile,2006,N/A,N/A,"8,651","6,728",78%,194,Water Cooled Chilled Water Plant,8,1.05
Commercial Building,Hotel,N/A,199,2nd Quartile,198,2nd Quartile,231,2nd Quartile,2013,N/A,N/A,"22,540","21,363",95%,229,Water Cooled Chilled Water Plant,9,0.65
Commercial Building,Hotel,N/A,220,3rd Quartile,196,2nd Quartile,227,2nd Quartile,1977,Gold,Existing Non-Residential Buildings (RECERT 2017),"26,657","26,307",99%,388,Water Cooled Chilled Water Plant,11,0.784
Commercial Building,Hotel,N/A,270,3rd Quartile,244,3rd Quartile,225,2nd Quartile,2010,N/A,N/A,"22,606","22,058",98%,308,Water-Cooled Package Units,0,0
Commercial Building,Hotel,N/A,224,3rd Quartile,240,3rd Quartile,219,2nd Quartile,1993,N/A,N/A,"12,052","12,052",100%,256,Water Cooled Chilled Water Plant,15,0
Commercial Building,Hotel,N/A,244,3rd Quartile,241,3rd Quartile,217,2nd Quartile,2012,GoldPlus,Existing Non-Residential Buildings (RECERT 2017),"18,973","16,224",86%,313,Water Cooled Chilled Water Plant,11,0.697
Commercial Building,Hotel,N/A,221,3rd Quartile,210,2nd Quartile,217,2nd Quartile,1971,N/A,N/A,"23,500","23,354",99%,362,Water Cooled Chilled Water Plant,25,0
Commercial Building,Hotel,N/A,194,2nd Quartile,205,2nd Quartile,216,2nd Quartile,1985,Gold,Existing Building for Non-Residential buildings (version 3),"24,576","24,000",98%,324,Water Cooled Chilled Water Plant,4,0.65
Commercial Building,Hotel,N/A,238,3rd Quartile,230,3rd Quartile,215,2nd Quartile,1982,GoldPlus,Existing Building for Non-Residential buildings (version 2.1),"40,883","37,160",91%,440,Water Cooled Chilled Water Plant,1,0.558
Commercial Building,Hotel,N/A,179,Top Quartile,190,2nd Quartile,215,2nd Quartile,1999,Platinum,Existing Building for Non-Residential buildings (version 3),"51,726","38,713",75%,574,Water Cooled Chilled Water Plant,4,0.6
Commercial Building,Hotel,N/A,246,3rd Quartile,241,3rd Quartile,213,2nd Quartile,1998,GoldPlus,Existing Building for Non-Residential buildings (version 2.1),"19,720","12,584",64%,298,Water Cooled Chilled Water Plant,20,0
Commercial Building,Hotel,N/A,209,2nd Quartile,215,2nd Quartile,212,2nd Quartile,2007,Platinum,GM:2021 In Operation,"15,020","11,092",74%,140,Water Cooled Chilled Water Plant,5,0
Commercial Building,Hotel,N/A,213,2nd Quartile,209,2nd Quartile,209,2nd Quartile,1988,Gold,Existing Non-Residential Buildings (Version 2.1),"59,329","57,735",97%,939,Water Cooled Chilled Water Plant,23,0.78
Commercial Building,Hotel,N/A,219,3rd Quartile,224,3rd Quartile,209,2nd Quartile,1999,N/A,N/A,"5,368","5,316",99%,117,Others,0,0
Commercial Building,Hotel,N/A,195,2nd Quartile,179,Top Quartile,207,2nd Quartile,1987,Platinum,Existing Building for Non-Residential buildings (version 3),"25,857","25,857",100%,445,Water Cooled Chilled Water Plant,12,0.59
Commercial Building,Hotel,N/A,193,2nd Quartile,193,2nd Quartile,206,2nd Quartile,1986,Gold,GM:2021 In Operation,"12,565","11,500",92%,236,Water Cooled Chilled Water Plant,9,1.24
Commercial Building,Hotel,N/A,215,2nd Quartile,203,2nd Quartile,205,2nd Quartile,2016,N/A,N/A,"10,194","10,194",100%,274,Others,0,0
Commercial Building,Hotel,N/A,185,Top Quartile,219,2nd Quartile,205,2nd Quartile,2015,Platinum,New Building for Non-Residential buildings (version 4.1),"32,600","29,200",90%,1500,Water Cooled Chilled Water Plant,7,0.62
Commercial Building,Hotel,N/A,215,2nd Quartile,198,2nd Quartile,201,2nd Quartile,2017,GoldPlus,Existing Non-Residental Buildings ENRB: 2017,"29,553","26,700",90%,772,Water Cooled Chilled Water Plant,7,0.681
Commercial Building,Hotel,N/A,209,2nd Quartile,206,2nd Quartile,200,2nd Quartile,1973,Platinum,Existing Building for Non-Residential buildings (version 3),"37,570","26,873",72%,663,Water Cooled Chilled Water Plant,12,0.548
Commercial Building,Hotel,N/A,182,Top Quartile,195,2nd Quartile,199,2nd Quartile,2016,Certified,New Building for A/C buildings (version 2),"15,694","10,338",66%,146,Others,0,0
Commercial Building,Hotel,N/A,187,2nd Quartile,190,2nd Quartile,199,Top Quartile,2016,Platinum,GM:2021 In Operation,"25,200","23,604",94%,582,Water Cooled Chilled Water Plant,6,0.65
Commercial Building,Hotel,N/A,201,2nd Quartile,206,2nd Quartile,199,Top Quartile,1982,Gold,Existing Building for Non-Residential buildings (version 3),"58,999","54,035",92%,403,Water Cooled Chilled Water Plant,0,0.68
Commercial Building,Hotel,N/A,169,Top Quartile,184,Top Quartile,197,Top Quartile,1986,GoldPlus,Existing Building for Non-Residential buildings (version 3),"54,042","42,053",78%,515,Water Cooled Chilled Water Plant,1,0
Commercial Building,Hotel,N/A,215,2nd Quartile,203,2nd Quartile,196,Top Quartile,2011,Gold,Existing Building for Non-Residential buildings (version 2.1),"13,539","13,128",97%,85,Water Cooled Chilled Water Plant,10,0
Commercial Building,Hotel,N/A,173,Top Quartile,180,Top Quartile,195,Top Quartile,2013,Platinum,New Building for Non-Residential buildings (version 3),"7,221","4,747",66%,221,Water Cooled Chilled Water Plant,10,0.55
Commercial Building,Hotel,N/A,193,2nd Quartile,177,Top Quartile,192,Top Quartile,2008,Gold,GM:2021 In Operation,"41,999","41,999",100%,563,Water Cooled Chilled Water Plant,15,0.658
Commercial Building,Hotel,N/A,180,Top Quartile,189,Top Quartile,184,Top Quartile,1993,Gold,GM:2021 In Operation,"11,426","8,761",77%,210,Water Cooled Chilled Water Plant,9,0.65
Commercial Building,Hotel,N/A,160,Top Quartile,166,Top Quartile,181,Top Quartile,1997,Platinum,Existing Building for Non-Residential buildings (version 3),"38,054","38,054",100%,476,Water Cooled Chilled Water Plant,5,0.62
Commercial Building,Hotel,N/A,213,2nd Quartile,227,3rd Quartile,178,Top Quartile,2014,N/A,N/A,"6,962","6,000",86%,270,Others,0,6.42
Commercial Building,Hotel,N/A,181,Top Quartile,162,Top Quartile,174,Top Quartile,1971,N/A,N/A,"14,950","13,000",87%,240,Water Cooled Chilled Water Plant,8,0.83
Commercial Building,Hotel,N/A,153,N/A,153,N/A,171,N/A,2011,Gold,New Building for A/C buildings (version 2),"18,881","18,881",100%,351,District Cooling System (DCS),0,0
Commercial Building,Hotel,N/A,155,Top Quartile,162,Top Quartile,171,Top Quartile,1985,GoldPlus,Existing Building for Non-Residential buildings (version 3),"32,379","31,033",96%,415,Water Cooled Chilled Water Plant,13,0.67
Commercial Building,Hotel,N/A,165,Top Quartile,154,Top Quartile,164,Top Quartile,1971,Gold,Existing Building for Non-Residential buildings (version 3),"23,554","21,262",90%,342,Water Cooled Chilled Water Plant,6,0.68
Commercial Building,Hotel,N/A,203,2nd Quartile,188,Top Quartile,162,Top Quartile,2015,Platinum,New Building for Non-Residential buildings (version 4.1),"19,147","15,755",82%,557,Water Cooled Chilled Water Plant,7,0.62
Commercial Building,Hotel,N/A,174,Top Quartile,150,Top Quartile,146,Top Quartile,2019,GoldPlus,Existing Non-Residental Buildings ENRB: 2017,"15,996","15,326",96%,304,Water Cooled Chilled Water Plant,4,0.61
Commercial Building,Hotel,N/A,141,Top Quartile,136,Top Quartile,139,Top Quartile,1980,N/A,N/A,"8,211","7,800",95%,98,Water Cooled Chilled Water Plant,5,0
Commercial Building,Hotel,N/A,148,Top Quartile,145,Top Quartile,135,Top Quartile,1988,Gold,Existing Non-Residental Buildings ENRB: 2017,"7,141","6,765",95%,130,Water Cooled Chilled Water Plant,5,0.65
Commercial Building,Hotel,N/A,118,Top Quartile,113,Top Quartile,128,Top Quartile,1971,Gold,Existing Non-Residential Buildings (RECERT 2017),"31,184","27,181",87%,407,Water Cooled Chilled Water Plant,7,0
Commercial Building,Hotel,N/A,159,Top Quartile,163,Top Quartile,100,Top Quartile,1971,Platinum,Existing Non-Residental Buildings ENRB: 2017,"84,404","70,830",84%,677,Water Cooled Chilled Water Plant,22,0
Commercial Building,Hotel,N/A,80,Top Quartile,78,Top Quartile,89,Top Quartile,1972,GoldPlus,Existing Building for Non-Residential buildings (version 3),"21,466","19,767",92%,151,Water Cooled Chilled Water Plant,7,0.6
Commercial Building,Hotel,N/A,100,Top Quartile,87,Top Quartile,73,Top Quartile,2014,N/A,N/A,"13,578","12,000",88%,442,Water Cooled Chilled Water Plant,8,0
Commercial Building,Hotel,N/A,36,Top Quartile,35,Top Quartile,39,Top Quartile,2012,Platinum,Existing Non-Residental Buildings ENRB: 2017,"45,000","3,100",7%,140,Others,0,0
Commercial Building,Hotel,N/A,208,2nd Quartile,172,Top Quartile,31,Top Quartile,1997,N/A,N/A,"10,136","9,977",98%,240,Air Cooled Chilled Water Plant,0,0
Commercial Building,Retail,Large,856,Bottom Quartile,873,Bottom Quartile,888,Bottom Quartile,2017,Gold,GM:2021 In Operation,"44,016","40,499",92%,0,Water Cooled Chilled Water Plant,6,0.56
Commercial Building,Retail,Large,681,Bottom Quartile,733,Bottom Quartile,761,Bottom Quartile,2017,N/A,N/A,"20,646","20,000",97%,0,Water Cooled Chilled Water Plant,0,0
Commercial Building,Retail,Large,643,Bottom Quartile,651,Bottom Quartile,725,Bottom Quartile,1998,N/A,N/A,"20,000","1,999",10%,0,Water Cooled Chilled Water Plant,0,0
Commercial Building,Retail,Large,636,Bottom Quartile,668,Bottom Quartile,651,Bottom Quartile,1993,Platinum,Existing Building for Non-Residential buildings (version 3),"30,731","37,761",123%,0,Water Cooled Chilled Water Plant,3,0.652
Commercial Building,Retail,Large,530,Bottom Quartile,565,Bottom Quartile,628,Bottom Quartile,2015,GoldPlus,New Building for Non-Residential buildings (version 4.1),"50,399","4,448",9%,0,Water Cooled Chilled Water Plant,7,0.638
Commercial Building,Retail,Large,550,Bottom Quartile,623,Bottom Quartile,576,Bottom Quartile,2012,Gold,Existing Building for Non-Residential buildings (version 3),"26,974","16,724",62%,0,Water Cooled Chilled Water Plant,4,0.68
Commercial Building,Retail,Large,546,Bottom Quartile,569,Bottom Quartile,568,Bottom Quartile,1997,GoldPlus,Existing Building for Non-Residential buildings (version 3),"22,998","22,825",99%,0,Water Cooled Chilled Water Plant,8,0.7
